specifications;price;address;date;parsing_dt;m2;rooms;floor;from_floors;price_m2;streets
2-к квартира, 52.5 м², 11/18 эт.;3220733;7 мкр., д. 6;2 недели назад;2020-11-30 09:56:13.777014;52.5;2; 11;18 эт.;61347;7-й микрорайон
2-к квартира, 64.4 м², 10/27 эт.;3450000;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:56:13.777014;64.4;2; 10;27 эт.;53571;Кальная улица
1-к квартира, 50.8 м², 9/12 эт.;2180000;ш. Московское, стр. 2;3 недели назад;2020-11-30 09:56:13.777014;50.8;1; 9;12 эт.;42913;Московское шоссе
3-к квартира, 71.8 м², 17/25 эт.;3299120;ул. Зубковой, д. 27,  корп. 5;1 неделю назад;2020-11-30 09:56:18.753211;71.8;3; 17;25 эт.;45948;Улица Зубковой
1-к квартира, 41 м², 2/10 эт.;1980000;ул. Птицеводов, стр. 2;1 неделю назад;2020-11-30 09:56:18.753211;41.0;1; 2;10 эт.;48292;Улица Птицеводов
2-к квартира, 82 м², 7/9 эт.;6719900;ул. Пролетарская/Чапаева/Полевая, жилой дом;1 неделю назад;2020-11-30 09:56:18.753211;82.0;2; 7;9 эт.;81950;Улица Чапаева
2-к квартира, 55.7 м², 8/25 эт.;2557140;ул. Зубковой, д. 27,  корп. 5;1 неделю назад;2020-11-30 09:56:18.753211;55.7;2; 8;25 эт.;45909;Улица Зубковой
3-к квартира, 80.3 м², 13/25 эт.;4746000;ул. Быстрецкая, жилые дома;1 неделю назад;2020-11-30 09:56:18.753211;80.3;3; 13;25 эт.;59103;Быстрецкая улица
1-к квартира, 43.5 м², 25/26 эт.;2219234;ул. Гоголя, д. 55;2 недели назад;2020-11-30 09:56:18.753211;43.5;1; 25;26 эт.;51016;Улица Гоголя
2-к квартира, 61 м², 5/26 эт.;2796000;ул. Бугровка, жилой дом;1 неделю назад;2020-11-30 09:56:18.753211;61.0;2; 5;26 эт.;45836;Улица Бугровка
3-к квартира, 135.7 м², 8/9 эт.;2626750;с. Дядьково, блок-секция 4А;6 дней назад;2020-11-30 09:56:18.753211;135.7;3; 8;9 эт.;19357;село Дядьково
2-к квартира, 68 м², 14/25 эт.;5200000;ул. Чапаева, д. 61;4 дня назад;2020-11-30 09:56:18.753211;68.0;2; 14;25 эт.;76470;Улица Чапаева
1-к квартира, 47 м², 9/10 эт.;4150000;Солотчинское ш., стр. 3;3 дня назад;2020-11-30 09:56:18.753211;47.0;1; 9;10 эт.;88297;Солотчинское шоссе
2-к квартира, 67 м², 12/28 эт.;10804000;ул. Пролетарская/Чапаева/Полевая, жилой дом;1 неделю назад;2020-11-30 09:56:18.753211;67.0;2; 12;28 эт.;161253;Улица Чапаева
2-к квартира, 54 м², 8/9 эт.;3923000;ш. Московское, стр. 1;1 неделю назад;2020-11-30 09:56:18.753211;54.0;2; 8;9 эт.;72648;Московское шоссе
2-к квартира, 43.6 м², 21/25 эт.;2440000;ул. Большая, д. 106, корп. 1;2 недели назад;2020-11-30 09:56:18.753211;43.6;2; 21;25 эт.;55963;Большая улица
3-к квартира, 74 м², 8/22 эт.;3550000;Московское ш., 1 оч.;3 дня назад;2020-11-30 09:56:18.753211;74.0;3; 8;22 эт.;47972;Московское шоссе
3-к квартира, 78.7 м², 3/5 эт.;4034700;ул. Шереметьевская, д. 13;3 дня назад;2020-11-30 09:56:18.753211;78.7;3; 3;5 эт.;51266;Шереметьевская улица
2-к квартира, 60.1 м², 9/10 эт.;2190200;с. Дядьково, 2-й Бульварный пр-д, д. 3;6 дней назад;2020-11-30 09:56:18.753211;60.1;2; 9;10 эт.;36442;село Дядьково
Квартира-студия, 21.1 м², 16/25 эт.;3999000;Солотчинское ш., 4;3 недели назад;2020-11-30 09:56:18.753211;21.1;1; 16;25 эт.;189526;Солотчинское шоссе
1-к квартира, 50 м², 6/9 эт.;3170000;ш. Касимовское, стр. 80;2 недели назад;2020-11-30 09:56:18.753211;50.0;1; 6;9 эт.;63400;Касимовское шоссе
1-к квартира, 36 м², 4/28 эт.;2441000;ул. Чапаева, д. 61;1 неделю назад;2020-11-30 09:56:18.753211;36.0;1; 4;28 эт.;67805;Улица Чапаева
2-к квартира, 54 м², 20/20 эт.;4600000;д. Турлатово, Новая ул., 16;1 неделю назад;2020-11-30 09:56:18.753211;54.0;2; 20;20 эт.;85185;деревня Турлатово
2-к квартира, 64.4 м², 10/27 эт.;2490600;пр-д Окский, стр. 2;6 дней назад;2020-11-30 09:56:18.753211;64.4;2; 10;27 эт.;38673;Окский проезд
2-к квартира, 64 м², 19/25 эт.;3005500;ул. Пролетарская/Чапаева/Полевая, жилой дом;1 неделю назад;2020-11-30 09:56:18.753211;64.0;2; 19;25 эт.;46960;Улица Чапаева
1-к квартира, 43.4 м², 10/10 эт.;1300000;Солотчинское ш., стр. 3;1 неделю назад;2020-11-30 09:56:18.753211;43.4;1; 10;10 эт.;29953;Солотчинское шоссе
1-к квартира, 40.6 м², 12/20 эт.;4099180;пер. Парковый, стр. 1;1 неделю назад;2020-11-30 09:56:18.753211;40.6;1; 12;20 эт.;100965;Парковый проезд
2-к квартира, 59.9 м², 9/14 эт.;2229000;ул. Зубковой, д. 8В, корп. 1;2 недели назад;2020-11-30 09:56:18.753211;59.9;2; 9;14 эт.;37212;Улица Зубковой
2-к квартира, 70 м², 12/18 эт.;2877000;ул. Полевая, д. 73, секц. 1;1 неделю назад;2020-11-30 09:56:18.753211;70.0;2; 12;18 эт.;41100;Полевая улица
1-к квартира, 43.4 м², 6/10 эт.;2960000;ул. Быстрецкая, стр. 3;2 недели назад;2020-11-30 09:56:18.753211;43.4;1; 6;10 эт.;68202;Быстрецкая улица
1-к квартира, 34.7 м², 5/7 эт.;4050000;ш. Московское, стр. 1;1 неделю назад;2020-11-30 09:56:18.753211;34.7;1; 5;7 эт.;116714;Московское шоссе
2-к квартира, 50.6 м², 5/25 эт.;2390300;пр-д Окский, стр. 1;1 неделю назад;2020-11-30 09:56:18.753211;50.6;2; 5;25 эт.;47239;Окский проезд
2-к квартира, 59.6 м², 15/25 эт.;2230000;с. Дядьково, ул. Малиновая, д. 3;1 неделю назад;2020-11-30 09:56:18.753211;59.6;2; 15;25 эт.;37416;село Дядьково
1-к квартира, 35.2 м², 5/17 эт.;4350000;ул. Интернациональная, д. 19А;1 неделю назад;2020-11-30 09:56:18.753211;35.2;1; 5;17 эт.;123579;Интернациональная улица
2-к квартира, 67 м², 15/20 эт.;3957136;Быстрецкая ул., 9;2 недели назад;2020-11-30 09:56:18.753211;67.0;2; 15;20 эт.;59061;Быстрецкая улица
1-к квартира, 34.9 м², 17/18 эт.;2400000;с. Дядьково, блок-секция 3А;1 неделю назад;2020-11-30 09:56:18.753211;34.9;1; 17;18 эт.;68767;село Дядьково
1-к квартира, 47 м², 8/24 эт.;1249560;ш. Московское, стр. 3;1 неделю назад;2020-11-30 09:56:18.753211;47.0;1; 8;24 эт.;26586;Московское шоссе
2-к квартира, 68.4 м², 23/25 эт.;2920000;ул. Быстрецкая, стр. 2;1 неделю назад;2020-11-30 09:56:18.753211;68.4;2; 23;25 эт.;42690;Быстрецкая улица
2-к квартира, 65 м², 23/25 эт.;3274563;ул. Горького, д. 35;1 неделю назад;2020-11-30 09:56:18.753211;65.0;2; 23;25 эт.;50377;Улица Горького
3-к квартира, 102 м², 3/4 эт.;1794000;с. Дядьково, с5;1 неделю назад;2020-11-30 09:56:18.753211;102.0;3; 3;4 эт.;17588;село Дядьково
1-к квартира, 36 м², 15/17 эт.;3654000;ш. Московское, стр. 1;1 неделю назад;2020-11-30 09:56:18.753211;36.0;1; 15;17 эт.;101500;Московское шоссе
1-к квартира, 42.3 м², 16/25 эт.;1660000;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:56:18.753211;42.3;1; 16;25 эт.;39243;Кальная улица
2-к квартира, 65.7 м², 2/24 эт.;2025000;ул. Полевая, д. 73, секц. 1;3 недели назад;2020-11-30 09:56:18.753211;65.7;2; 2;24 эт.;30821;Полевая улица
1-к квартира, 44 м², 2/18 эт.;3761597;ул. Быстрецкая, стр. 3;1 неделю назад;2020-11-30 09:56:18.753211;44.0;1; 2;18 эт.;85490;Быстрецкая улица
3-к квартира, 110.2 м², 13/27 эт.;3240000;Касимовское ш., жилой дом;1 неделю назад;2020-11-30 09:56:18.753211;110.2;3; 13;27 эт.;29401;Касимовское шоссе
2-к квартира, 65.9 м², 11/26 эт.;8745340;ул. Гражданская/Касимовское ш., д. 21, 23, 22/2, б/с 1А, 1Б, 1В;1 неделю назад;2020-11-30 09:56:18.753211;65.9;2; 11;26 эт.;132706;Касимовское шоссе
1-к квартира, 38 м², 7/12 эт.;2100000;ш. Московское, стр. 1;3 недели назад;2020-11-30 09:56:18.753211;38.0;1; 7;12 эт.;55263;Московское шоссе
2-к квартира, 58.4 м², 7/16 эт.;2300000;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:56:18.753211;58.4;2; 7;16 эт.;39383;Кальная улица
1-к квартира, 42 м², 7/25 эт.;3350000;ш. Московское, стр. 1;1 неделю назад;2020-11-30 09:56:18.753211;42.0;1; 7;25 эт.;79761;Московское шоссе
2-к квартира, 43.6 м², 22/27 эт.;2590000;Московское ш., 2 оч.;1 неделю назад;2020-11-30 09:56:18.753211;43.6;2; 22;27 эт.;59403;Московское шоссе
2-к квартира, 59 м², 15/25 эт.;5727094;с. Дядьково, жилой комплекс Правый Берег;1 неделю назад;2020-11-30 09:56:18.753211;59.0;2; 15;25 эт.;97069;село Дядьково
Квартира-студия, 27.6 м², 19/26 эт.;1511675;ул. Бугровка, жилой дом;1 неделю назад;2020-11-30 09:56:21.733109;27.6;1; 19;26 эт.;54770;Улица Бугровка
1-к квартира, 31 м², 14/22 эт.;1950000;Московское ш., 1 оч.;2 ноября 09:10;2020-11-30 09:56:21.733109;31.0;1; 14;22 эт.;62903;Московское шоссе
Квартира-студия, 24 м², 1/7 эт.;1000000;с. Дядьково, ул. Малиновая, д. 2;2 недели назад;2020-11-30 09:56:21.733109;24.0;1; 1;7 эт.;41666;село Дядьково
2-к квартира, 79 м², 1/12 эт.;5534900;ул. Маяковского, ЖК «Наследие современности»;1 неделю назад;2020-11-30 09:56:21.733109;79.0;2; 1;12 эт.;70062;Улица Маяковского
3-к квартира, 92 м², 5/10 эт.;4200000;пр-д Окский, стр. 2;1 неделю назад;2020-11-30 09:56:21.733109;92.0;3; 5;10 эт.;45652;Окский проезд
1-к квартира, 35.2 м², 5/24 эт.;2290000;жилой комплекс Северный;1 неделю назад;2020-11-30 09:56:21.733109;35.2;1; 5;24 эт.;65056;Северный переулок
2-к квартира, 56.6 м², 6/25 эт.;3025000;Россия, Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:56:21.733109;56.6;2; 6;25 эт.;53445;Поселок Солотча
1-к квартира, 25 м², 1/16 эт.;2326000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:21.733109;25.0;1; 1;16 эт.;93040;Поселок Солотча
1-к квартира, 44.8 м², 12/12 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:21.733109;44.8;1; 12;12 эт.;58683;Поселок Солотча
3-к квартира, 82 м², 6/10 эт.;2641000;ул. Княжье Поле, стр. 8;4 дня назад;2020-11-30 09:56:21.733109;82.0;3; 6;10 эт.;32207;Улица Княжье Поле
2-к квартира, 53 м², 15/25 эт.;1250000;ул. Маяковского, ЖК «Наследие современности»;1 неделю назад;2020-11-30 09:56:21.733109;53.0;2; 15;25 эт.;23584;Улица Маяковского
1-к квартира, 45.2 м², 8/25 эт.;3805450;с. Дядьково, блок-секция 4А;1 неделю назад;2020-11-30 09:56:21.733109;45.2;1; 8;25 эт.;84191;село Дядьково
2-к квартира, 77 м², 6/15 эт.;4100000;ул. Чапаева, д. 61;1 неделю назад;2020-11-30 09:56:21.733109;77.0;2; 6;15 эт.;53246;Улица Чапаева
1-к квартира, 45 м², 2/16 эт.;2626750;Солотчинское ш., стр. 3;6 дней назад;2020-11-30 09:56:21.733109;45.0;1; 2;16 эт.;58372;Солотчинское шоссе
1-к квартира, 42.1 м², 6/19 эт.;5200000;ш. Московское, стр. 1;4 дня назад;2020-11-30 09:56:21.733109;42.1;1; 6;19 эт.;123515;Московское шоссе
1-к квартира, 49 м², 23/25 эт.;4150000;ул. Совхозная, стр. 1;3 дня назад;2020-11-30 09:56:21.733109;49.0;1; 23;25 эт.;84693;Совхозная улица
2-к квартира, 70 м², 12/23 эт.;3047895;ул. Княжье Поле, д. 16, корп. 1;1 неделю назад;2020-11-30 09:56:21.733109;70.0;2; 12;23 эт.;43541;Улица Княжье Поле
2-к квартира, 70.3 м², 5/25 эт.;2575830;7 мкр., д. 6;3 недели назад;2020-11-30 09:56:21.733109;70.3;2; 5;25 эт.;36640;7-й микрорайон
3-к квартира, 78.5 м², 11/20 эт.;4380000;Михайловское ш., стр. 1;2 недели назад;2020-11-30 09:56:21.733109;78.5;3; 11;20 эт.;55796;Михайловское шоссе
2-к квартира, 62 м², 24/27 эт.;2023000;ул. Новоселов, д. 45а;1 неделю назад;2020-11-30 09:56:21.733109;62.0;2; 24;27 эт.;32629;Улица Новоселов
